node,lat,lon,city,state,state_num,degree,Degree_Centrality,Clustering_Coefficients,Closeness_Centrality,Betweenness_Centrality,Eigenvector_Centrality,cluster_degree,cluster_state_degree,cluster_Degree_Centrality,cluster_state_Degree_Centrality,cluster_Clustering_Coefficients,cluster_state_Clustering_Coefficients,cluster_Closeness_Centrality,cluster_state_Closeness_Centrality,cluster_Betweenness_Centrality,cluster_state_Betweenness_Centrality,cluster_Eigenvector_Centrality,cluster_state_Eigenvector_Centrality
78,35.570471,112.939474,Huludao City,Liaoning,0,4,0.00147167,0,0.000778272,0.006437489,1.07E-11,28,27,27,27,27,27,0,0,1,1,1,1
397,35.64772,112.89586,Suizhong,Liaoning,0,4,0.00147167,0,0.000773271,0.005836255,2.12E-13,28,27,27,27,27,27,0,0,1,1,1,1
450,35.726822,112.907921,Qinhuangdao City,Hebei,0,4,0.00147167,0,0.000769321,0.005236781,8.63E-11,28,27,27,27,27,27,0,0,1,1,1,1
2072,35.873382,112.87418,Qinhuangdao City,Hebei,0,4,0.00147167,0,0.000760708,0.005523722,1.08E-10,28,27,27,27,27,27,0,0,1,1,1,1
2113,35.94341,112.85914,Tangshan City,Hebei,0,4,0.00147167,0.000720181,0.000756535,0.004974269,2.58E-13,28,27,27,27,27,26,0,0,1,1,1,1
2253,36.045169,112.954479,Lubei District,Hebei,0,4,0.00147167,0.000720181,0.000748567,0.00449838,5.18E-13,28,27,27,27,27,26,0,0,1,1,1,1
837,36.131194,113.021836,Jinghai District,Tianjin,0,4,0.00147167,0,0.000748106,0.00426434,1.77E-10,28,27,27,27,27,27,0,0,1,1,1,1
669,36.242684,113.100559,Cangzhou,Hebei,0,4,0.00147167,0.006851353,0.000747702,0.001933748,1.78E-10,28,27,27,27,24,21,0,0,1,1,1,1
96,35.99587,112.93008,Dezhou City,Shandong,0,2,0.000735835,0.003600903,0.000744096,0.002187932,1.10E-15,29,28,29,28,25,24,0,0,1,1,1,1
1801,35.337831,112.61085,Tianqiao District,Shandong,0,4,0.00147167,0,0.000773918,0.000732721,2.48E-08,28,27,27,27,27,27,0,0,1,1,1,1
2283,35.4926,112.49247,Taishan District,Shandong,0,2,0.000735835,0,0.000744968,0,3.30E-10,29,28,29,28,27,27,0,0,1,1,1,1
2289,38.115185,113.438244,Yanzhou City,Shandong,0,8,0.002943341,0.051361137,0.000815765,0.139885943,0.00651579,24,12,23,10,8,0,0,0,0,0,1,0
1193,37.687048,112.642316,Tengzhou City,Shandong,0,8,0.002943341,0.018917719,0.00078622,0.00342299,7.95E-05,24,12,23,10,18,12,0,0,1,1,1,1
699,37.67544,112.74154,Yongqiao District,Anhui,0,8,0.002943341,0.023764691,0.000767714,0.002770156,0.000199312,24,12,23,10,16,8,0,0,1,1,1,1
943,37.15564,112.14993,Longzihu District,Anhui,0,14,0.005150846,0.023677144,0.000742021,0.002619818,0.0004309,18,7,17,5,16,8,0,0,1,1,1,1
231,37.0533,111.98797,Nanqiao District,Anhui,0,15,0.005518764,0.026896856,0.00073506,0.002810443,0.000501785,17,14,16,4,15,6,0,1,1,1,1,1
128,36.102,111.46644,Xuanwu District,Jiangsu,0,19,0.006990434,0.021863145,0.000698176,0.002072738,0.00116359,13,3,13,3,17,10,0,1,1,1,1,1
260,35.601635,111.288167,Danyang City,Jiangsu,0,12,0.004415011,0.023196332,0.000695259,0.00138202,0.000183187,20,9,19,7,16,9,0,1,1,1,1,1
2136,35.09908,110.98401,Tianning District,Jiangsu,0,13,0.004782929,0.025476971,0.00069693,0.002009043,0.004671606,19,8,18,6,15,7,0,1,1,1,1,0
1513,36.253819,111.581276,Xinwu District,Jiangsu,0,13,0.004782929,0.025849314,0.000702502,0.001869495,3.77E-05,19,8,18,6,15,7,0,1,1,1,1,1
1638,36.87959,111.91556,Gusu District,Jiangsu,0,14,0.005150846,0.023025876,0.000727774,0.00226969,4.45E-05,18,7,17,5,16,9,0,1,1,1,1,1
1804,37.32405,112.35678,Runzhou District,Jiangsu,0,10,0.003679176,0.022029639,0.000756848,0.001657353,0.000277442,22,10,21,8,17,10,0,0,1,1,1,1
2334,36.564671,111.837554,Xuecheng District,Shandong,0,13,0.004782929,0.029325411,0.000715415,0.002090969,4.04E-05,19,8,18,6,14,4,0,1,1,1,1,1
2275,35.336545,111.179446,Yucheng City,Shandong,0,12,0.004415011,0.024111179,0.000695949,0.001684598,0.000143702,20,9,19,7,16,8,0,1,1,1,1,1
2046,35.838595,111.336418,Pingyuan County,Shandong,0,13,0.004782929,0.021727982,0.000695149,0.001351794,0.000128965,19,8,18,6,17,10,0,1,1,1,1,1
1406,35.02761,110.42467,Wuqiao County,Hebei,0,9,0.003311258,0.033568068,0.000699066,0.001679715,0.000166851,23,11,22,9,13,3,0,1,1,1,1,1
2369,34.63158,110.31109,Cangzhou,Hebei,0,5,0.001839588,0.02604852,0.000739159,0.033700759,0.000213938,27,16,26,13,15,7,0,1,1,1,1,1
1050,39.793147,113.163149,Botou City,Hebei,0,4,0.00147167,0.025816098,0.00069907,0.005814495,4.61E-05,28,27,27,27,15,7,0,1,1,1,1,1
972,39.55401,113.19095,Xiqing District,Tianjin,0,8,0.002943341,0.010533507,0.00070103,0.011709291,6.84E-05,24,12,23,10,22,18,0,1,1,1,1,1
868,39.466021,112.941701,Hengshui City,Hebei,0,4,0.00147167,0.037384946,0.000703084,0.005926008,4.64E-07,28,27,27,27,12,2,0,1,1,1,1,1
2362,35.48393,110.44188,Hengshui City,Hebei,1,4,0.00147167,0,0.000688289,0.002269526,0.00052765,28,27,27,19,27,27,0,0,1,1,1,1
503,35.19518,110.09119,Qinghe County,Hebei,1,6,0.002207506,0.007560547,0.000706894,0.002233641,0.009847734,26,17,25,17,23,24,0,0,1,1,1,1
1009,34.77167,109.40295,Dongchangfu District,Shandong,1,10,0.003679176,0.006602804,0.000711541,0.009267485,0.00492783,22,13,21,13,24,24,0,0,1,1,1,1
2058,34.27727,108.96283,Mudan District,Shandong,1,55,0.020235467,0.014945616,0.000720726,0.1410269,0.22860087,2,0,2,0,19,19,0,0,0,0,0,0
802,34.37297,107.15321,Cao County,Shandong,1,34,0.012509198,0.012640239,0.000672799,0.09803877,0.018532659,7,2,7,2,21,21,0,0,0,0,1,1
542,34.34388,108.73483,Dingtao,Shandong,1,14,0.005150846,0.013661029,0.000716668,0.091166026,0.002487451,18,9,17,9,20,20,0,0,0,0,1,1
1580,34.48448,109.49376,Mudan District,Shandong,1,18,0.006622517,0.04159919,0.000728298,0.056028347,0.06305698,14,6,13,6,11,6,0,0,1,0,1,1
2020,34.32102,107.59804,Heze City,Shandong,1,11,0.004047093,0.023018802,0.000683351,0.033280307,0.008296597,21,12,20,12,16,15,0,0,1,1,1,1
1254,34.268239,108.078769,Liangshan County,Shandong,1,11,0.004047093,0.024707354,0.000695231,0.052100465,0.005734262,21,12,20,12,16,14,0,0,1,0,1,1
1625,34.53567,110.24766,Taiqian County,Henan,1,12,0.004415011,0.046999079,0.000738128,0.017764651,0.016750922,20,11,19,11,9,5,0,0,1,1,1,1
413,34.55512,110.14056,Yanggu County,Shandong,1,24,0.008830022,0.027279159,0.000740857,0.089254161,0.034120146,11,4,10,4,15,13,0,0,0,0,1,1
1714,33.33113,106.14588,Linqing City,Shandong,1,18,0.006622517,0.016845007,0.000692382,0.054529818,0.001333338,14,6,13,6,19,18,0,0,1,0,1,1
2284,32.9676,106.03746,Renqiu City,Hebei,1,16,0.005886681,0.014420194,0.00069446,0.031562968,0.000286629,16,7,15,7,20,20,0,0,1,1,1,1
355,33.91227,106.52203,Langfang City,Hebei,1,8,0.002943341,0.022056616,0.000646029,0.03735553,0.00054552,24,15,23,15,17,16,0,0,1,1,1,1
766,32.71265,109.01731,Tongliao City,Inner Mongolia,1,38,0.013980868,0.010288534,0.000776008,0.095595869,0.031463639,6,1,6,1,22,22,0,0,0,0,1,1
1419,32.87669,108.50638,Tongliao City,Inner Mongolia,1,9,0.003311258,0.012221379,0.000751749,0.026527631,0.000467339,23,14,22,14,21,21,0,0,1,1,1,1
1780,33.03829,108.24843,Tongliao City,Inner Mongolia,1,9,0.003311258,0.009645673,0.000738788,0.025257731,0.000760015,23,14,22,14,22,23,0,0,1,1,1,1
2051,32.99439,107.76102,Tongliao City,Inner Mongolia,1,12,0.004415011,0.013820277,0.000718148,0.030567726,0.001303358,20,11,19,11,20,20,0,0,1,1,1,1
603,33.13832,107.32381,Tongliao City,Inner Mongolia,1,5,0.001839588,0.020810354,0.000701332,0.015310319,3.80E-05,27,18,26,18,17,17,0,0,1,1,1,1
1415,33.09225,107.03027,Zhanqian Street Office,Inner Mongolia,1,12,0.004415011,0.014397193,0.000697097,0.030316617,0.002058183,20,11,19,11,20,20,0,0,1,1,1,1
1199,33.112918,107.465746,Chengde City,Hebei,1,2,0.000735835,0.02444602,0.000691607,0.000668704,2.02E-07,29,29,29,21,16,14,0,0,1,1,1,1
41,33.09919,107.96369,Chengde City,Hebei,1,2,0.000735835,0.007271154,0.000704937,0.001006615,9.00E-06,29,29,29,21,23,24,0,0,1,1,1,1
1980,33.03951,108.05503,Chengde City,Hebei,1,4,0.00147167,0.001454231,0.000731007,0.012355512,3.45E-08,28,27,27,19,26,26,0,0,1,1,1,1
1897,33.03181,108.154446,Zhangjiakou City,Hebei,1,4,0.00147167,0,0.00073432,0.012837583,2.42E-06,28,27,27,19,27,27,0,0,1,1,1,1
2399,32.91275,108.41785,Tianzhen County,Shanxi,1,4,0.00147167,0.012747657,0.000747189,0.010624355,5.81E-06,28,27,27,19,20,21,0,0,1,1,1,1
1545,32.82799,108.59454,Datong City,Shanxi,1,4,0.00147167,0.020854731,0.00075597,0.011616537,0.000377325,28,27,27,19,17,17,0,0,1,1,1,1
1650,32.91637,105.94387,Zhuozi County,Inner Mongolia,1,2,0.000735835,0,2.49E-05,0.000733398,1.16E-96,29,29,29,21,27,27,1,1,1,1,1,1
894,33.05593,106.08866,Luanping County,Hebei,1,2,0.000735835,0,0.000688704,0.00073245,9.14E-07,29,29,29,21,27,27,0,0,1,1,1,1
2401,33.12271,106.04611,Wuqing District,Tianjin,1,2,0.000735835,0,0.000683044,0.000732585,2.91E-09,29,29,29,21,27,27,0,0,1,1,1,1
171,33.19214,106.05018,Hongqiao District,Tianjin,1,2,0.000735835,0,0.000678399,0.000732721,7.73E-12,29,29,29,21,27,27,0,0,1,1,1,1
1357,33.34424,106.08297,Qing County,Hebei,1,2,0.000735835,0,0.000689049,0.019628345,2.48E-06,29,29,29,21,27,27,0,0,1,1,1,1
1027,33.40549,106.05359,Tai'an City,Shandong,1,2,0.000735835,0,0.000684804,0.019628481,5.93E-09,29,29,29,21,27,27,0,0,1,1,1,1
2381,33.46942,106.04132,Zoucheng City,Shandong,1,2,0.000735835,0,0.000680611,0.019628616,1.42E-11,29,29,29,21,27,27,0,0,1,1,1,1
1858,33.521802,106.036692,Kunshan,Jiangsu,1,2,0.000735835,0,0.00067693,0.019628751,3.01E-14,29,29,29,21,27,27,0,0,1,1,1,1
1727,33.574406,106.082066,Mingguang,Anhui,1,2,0.000735835,0,0.000673288,0.019628887,6.39E-17,29,29,29,21,27,27,0,0,1,1,1,1
356,33.97003,106.65505,Yuncheng,Shanxi,1,6,0.002207506,0.036408071,0.00064857,0.021330061,0.000494338,26,17,25,17,12,8,0,0,1,1,1,1
1832,34.23279,106.90463,Lueyang County,Shaanxi,1,2,0.000735835,0.06027429,0.000629743,0,6.04E-06,29,29,29,21,7,2,0,0,1,1,1,1
660,32.56004,108.72695,Mianyang City,Sichuan,1,4,0.00147167,0.024908106,0.000760276,0.012055589,0.000304923,28,27,27,19,16,14,0,0,1,1,1,1
1854,32.52617,108.55122,Mianyang City,Sichuan,1,8,0.002943341,0.022300478,0.000751703,0.03319999,0.000727149,24,15,23,15,17,16,0,0,1,1,1,1
2400,32.414612,108.328124,Jingyang District,Sichuan,1,2,0.000735835,0,0.00073781,0.012430074,4.83E-06,29,29,29,21,27,27,0,0,1,1,1,1
1381,32.34213,108.25122,Jinniu District,Sichuan,1,2,0.000735835,0,0.000729732,0.012430209,1.92E-08,29,29,29,21,27,27,0,0,1,1,1,1
2436,32.29817,108.19497,Jinzhong City,Shanxi,1,2,0.000735835,0,0.000724985,0.012430345,4.60E-11,29,29,29,21,27,27,0,0,1,1,1,1
901,32.25685,108.11859,Raoyang County,Hebei,1,2,0.000735835,0,0.000713074,0.01243048,2.81E-13,29,29,29,21,27,27,0,0,1,1,1,1
406,34.39111,107.3038,Hengshui City,Hebei,1,4,0.00147167,0,0.000661344,0.001924322,0.000132912,28,27,27,19,27,27,0,0,1,1,1,1
357,34.46176,107.25096,Suning County,Hebei,1,4,0.00147167,0,0.000662468,0.001766701,3.18E-07,28,27,27,19,27,27,0,0,1,1,1,1
348,34.52436,107.18942,Lunan District,Hebei,1,4,0.00147167,0,0.00066481,0.002133264,8.44E-10,28,27,27,19,27,27,0,0,1,1,1,1
407,34.63526,107.11587,Shenhe District,Liaoning,1,4,0.00147167,0,0.000668868,0.002504826,2.87E-11,28,27,27,19,27,27,0,0,1,1,1,1
1389,34.746417,107.019534,Yinzhou District,Liaoning,1,4,0.00147167,0,0.000671827,0.002882482,7.82E-09,28,27,27,19,27,27,0,0,1,1,1,1
724,34.805179,106.942693,Kaiyuan,Liaoning,1,4,0.00147167,0,0.000675325,0.003265024,2.10E-06,28,27,27,19,27,27,0,0,1,1,1,1
2313,34.89305,106.8643,Changtu,Liaoning,1,10,0.003679176,0.010882899,0.000678172,0.004345009,0.000719531,22,13,21,13,21,22,0,0,1,1,1,1
496,35.018528,106.784961,Changchun City,Jilin,1,4,0.00147167,0,0.000681334,0.002078142,2.29E-06,28,27,27,19,27,27,0,0,1,1,1,1
1630,35.040494,106.776598,Changchun City,Jilin,1,4,0.00147167,0,0.000685343,0.002494402,8.76E-09,28,27,27,19,27,27,0,0,1,1,1,1
1394,34.53445,108.94677,Dehui City,Jilin,1,2,0.000735835,0.008127882,0.000698575,0.004610595,2.38E-05,29,29,29,21,23,24,0,0,1,1,1,1
25,34.605201,108.947712,Harbin,Heilongjiang,1,4,0.00147167,0.001625576,0.000707798,0.004976485,2.44E-07,28,27,27,19,26,26,0,0,1,1,1,1
2278,34.66842,109.22903,Harbin,Heilongjiang,1,4,0.00147167,0,0.000706817,0.004417648,2.62E-05,28,27,27,19,27,27,0,0,1,1,1,1
2361,34.9702,109.93636,Harbin,Heilongjiang,1,4,0.00147167,0.008612757,0.000708238,0.001332466,0.000150486,28,27,27,19,23,23,0,0,1,1,1,1
2213,34.82232,109.46901,Qingan,Heilongjiang,1,3,0.001103753,0.005219713,0.000700573,0.001803054,2.04E-06,29,28,28,20,24,25,0,0,1,1,1,1
1347,38.279475,109.726738,Tieli Town,Heilongjiang,1,15,0.005518764,0.023250951,0.00067453,0.009691851,0.03995999,17,8,16,8,16,15,0,0,1,1,1,1
1848,37.74805,110.1729,Tangyuan,Heilongjiang,1,4,0.00147167,0.037067865,0.000708985,0.004460941,0.000853463,28,27,27,19,12,7,0,0,1,1,1,1
1887,37.54744,110.26432,Jiamusi,Heilongjiang,1,23,0.008462104,0.019743855,0.000721211,0.120797127,0.005433165,11,5,11,5,18,17,0,0,0,0,1,1
1570,37.0889,110.12114,Siping City,Jilin,1,4,0.00147167,0.031239283,0.000714751,0.023123505,9.23E-05,28,27,27,19,13,11,0,0,1,1,1,1
729,37.15317,109.74768,Beizhen City,Liaoning,1,6,0.002207506,0.032777497,0.000713297,0.046160282,0.001126421,26,17,25,17,13,10,0,0,1,0,1,1
986,36.55745,109.48121,Xiayi County,Henan,1,26,0.009565857,0.021237615,0.000709549,0.080184909,0.045084901,10,3,10,3,17,17,0,0,0,0,1,1
1701,36.278156,109.34684,Hengshui City,Hebei,1,6,0.002207506,0.009310202,0.000709886,0.006193314,0.000613528,26,17,25,17,22,23,0,0,1,1,1,1
818,35.98779,109.37976,Jinzhong City,Shanxi,1,4,0.00147167,0,0.000699221,0.001237676,5.21E-06,28,27,27,19,27,27,0,0,1,1,1,1
2457,35.61958,109.35664,Changzhi City,Shanxi,1,4,0.00147167,0,0.000691179,0.000892702,6.66E-08,28,27,27,19,27,27,0,0,1,1,1,1
600,35.09215,109.82419,Changzhi City,Shanxi,1,4,0.00147167,0,0.000684592,0.000751737,2.55E-09,28,27,27,19,27,27,0,0,1,1,1,1
735,34.97714,109.76667,Changzhi City,Shanxi,1,4,0.00147167,0,0.000687891,0.000921951,2.09E-07,28,27,27,19,27,27,0,0,1,1,1,1
2017,34.93494,109.55956,Changzhi City,Shanxi,1,4,0.00147167,0.001176007,0.000696998,0.001491363,3.93E-05,28,27,27,19,26,26,0,0,1,1,1,1
562,33.52628,110.90104,Gaoping City,Shanxi,1,6,0.002207506,0.020319995,0.000705922,0.016189157,0.000285315,26,17,25,17,17,17,0,0,1,1,1,1
138,33.68013,110.35422,Jincheng City,Shanxi,1,5,0.001839588,0.022149748,0.000699664,0.01612443,0.00011769,27,18,26,18,17,16,0,0,1,1,1,1
564,33.82148,110.0188,Bo'ai County,Henan,1,7,0.002575423,0.012229991,0.000708796,0.023236613,0.010935137,25,16,24,16,21,21,0,0,1,1,1,1
1787,34.057751,109.847297,Zhangdian District,Shandong,1,4,0.00147167,0.035802033,0.00071006,0.020840261,0.004082354,28,27,27,19,12,8,0,0,1,1,1,1
784,37.56227,107.57743,Weicheng District,Shandong,1,14,0.005150846,0.022139024,0.000643294,0.058679175,0.001618591,18,9,17,9,17,16,0,0,0,0,1,1
412,34.58158,110.09846,Qingdao City,Shandong,1,13,0.004782929,0.05823936,0.000696506,0.003175636,0.003960849,19,10,18,10,7,3,0,0,1,1,1,1
1579,34.536309,109.481271,Shizuishan City,Ningxia,1,15,0.005518764,0.035369849,0.000705595,0.004637453,0.002277533,17,8,16,8,12,8,0,0,1,1,1,1
2056,34.376076,108.938568,Shizuishan City,Ningxia,1,23,0.008462104,0.015553391,0.000709781,0.009215136,0.052648482,11,5,11,5,19,19,0,0,1,1,1,1
2523,34.897806,109.827706,Jinfeng District,Ningxia,1,11,0.004047093,0.027570202,0.000701908,0.00248696,0.001794716,21,12,20,12,15,13,0,0,1,1,1,1
541,34.32908,108.70641,Zhongwei,Ningxia,1,4,0.00147167,0.034443586,0.000694956,0.001098269,0.000439149,28,27,27,19,13,9,0,0,1,1,1,1
1253,34.258153,108.059563,Jingtai,Gansu,1,7,0.002575423,0.011133,0.000667516,0.0014649,0.001251651,25,16,24,16,21,22,0,0,1,1,1,1
869,34.274027,107.613287,Baiyin District,Gansu,1,4,0.00147167,0.015654914,0.000649676,0.000549574,1.39E-05,28,27,27,19,19,19,0,0,1,1,1,1
801,34.334085,107.231122,Baoji City,Shaanxi,1,3,0.001103753,0.031309827,0.000634365,0,2.61E-05,29,28,28,20,13,11,0,0,1,1,1,1
817,36.021252,109.398713,Xiaxi,Sichuan,1,10,0.003679176,0.035940534,0.000711027,0.011942776,0.016865001,22,13,21,13,12,8,0,0,1,1,1,1
2237,33.42107,109.1695,Songyuan City,Jilin,1,15,0.005518764,0.027285845,0.000732098,0.022693588,0.010213522,17,8,16,8,15,13,0,0,1,1,1,1
1166,32.840949,109.298424,Songyuan City,Jilin,1,6,0.002207506,0.025184846,0.00075313,0.011864898,0.000580779,26,17,25,17,15,14,0,0,1,1,1,1
2057,34.093096,109.101387,Songyuan City,Jilin,1,15,0.005518764,0.037281647,0.000713698,0.019250277,0.013265986,17,8,16,8,12,7,0,0,1,1,1,1
1293,33.63916,109.14672,Da'an,Jilin,1,4,0.00147167,0.03623803,0.000724648,0.008155326,0.000324239,28,27,27,19,12,8,0,0,1,1,1,1
848,33.11167,109.15576,Honggang District,Heilongjiang,1,4,0.00147167,0.028926759,0.00073845,0.00592906,0.000103228,28,27,27,19,14,12,0,0,1,1,1,1
1167,32.83685,109.3532,Ulanhot,Inner Mongolia,1,10,0.003679176,0.041054805,0.000762612,0.010329579,0.015011127,22,13,21,13,11,6,0,0,1,1,1,1
519,37.480783,110.666928,Ulanhot,Inner Mongolia,1,6,0.002207506,0.022897199,0.000726546,0.069937408,0.000146391,26,17,25,17,16,15,0,0,0,0,1,1
728,37.61131,109.95322,Tongyu,Jilin,1,5,0.001839588,0.055713603,0.000708118,0.016854628,0.000171563,27,18,26,18,8,4,0,0,1,1,1,1
2354,37.61951,108.75617,Tongliao City,Inner Mongolia,1,9,0.003311258,0.067766825,0.000664045,0.03777971,0.004351175,23,14,22,14,6,0,0,0,1,1,1,1
1732,32.804642,110.115089,Tongliao City,Inner Mongolia,1,3,0.001103753,0.064037392,0.000683198,0.003367719,0.000563187,29,28,28,20,6,1,0,0,1,1,1,1
332,34.28838,108.48886,Tongliao City,Inner Mongolia,1,7,0.002575423,0.026491681,0.000708069,0.022506632,0.003492621,25,16,24,16,15,13,0,0,1,1,1,1
1366,34.25788,108.20507,Tongliao City,Inner Mongolia,1,5,0.001839588,0.017512897,0.00069897,0.021659898,7.64E-05,27,18,26,18,18,18,0,0,1,1,1,1
2016,34.989083,109.609781,Ar Horqin Banner,Inner Mongolia,1,9,0.003311258,0.056744618,0.000696637,0.006447313,0.010405087,23,14,22,14,7,4,0,0,1,1,1,1
1733,32.80906,110.11261,Lindong Township,Inner Mongolia,1,3,0.001103753,0.063859977,0.000718623,0.003507762,0.001355335,29,28,28,20,6,1,0,0,1,1,1,1
380,33.15362,106.67314,Lindsay Township,Inner Mongolia,1,4,0.00147167,0.022393216,0.000695381,0.028394691,2.63E-05,28,27,27,19,17,16,0,0,1,1,1,1
182,34.52761,108.2394,Hexigten Banner,Inner Mongolia,1,4,0.00147167,0,0.000717173,0.084725533,4.03E-07,28,27,27,19,27,27,0,0,0,0,1,1
1802,34.43189,108.419496,Zhengxiangbai Banner,Inner Mongolia,1,2,0.000735835,0,0.000718133,0.05534812,0.000303569,29,29,29,21,27,27,0,0,1,0,1,1
2703,38.866864,110.494344,Huade County,Inner Mongolia,1,2,0.000735835,0,0.000626972,0,0.001188927,29,29,29,21,27,27,0,0,1,1,1,1
681,34.56586,105.8986,Ulanqab City,Inner Mongolia,2,14,0.005150846,0.042287367,0.000616136,0.028004138,0.02529999,18,4,17,4,10,4,0,0,1,0,1,0
1704,34.76293,105.33231,Ulanhot,Inner Mongolia,2,10,0.003679176,0.013231793,0.0005951,0.017141703,0.000534361,22,7,21,7,20,22,0,0,1,1,1,1
2314,34.95238,104.70544,Yongding District,Hunan,2,14,0.005150846,0.019013663,0.000572904,0.02063564,0.003619772,18,4,17,4,18,19,1,0,1,1,1,1
314,36.03493,103.8512,Chengzhong Subdistrict,Hunan,2,40,0.014716703,0.011619602,0.000559198,0.063293825,0.048133829,6,0,6,0,21,23,1,0,0,0,1,0
783,35.59215,104.62502,Huitong,Hunan,2,8,0.002943341,0.019394002,0.000555584,0.013960572,0.001590414,24,10,23,10,18,19,1,0,1,1,1,1
1208,37.19445,104.05571,Jingzhou,Hunan,2,8,0.002943341,0.022338448,0.000596447,0.039942824,0.000352548,24,10,23,10,17,17,0,0,1,0,1,1
1743,36.549698,104.099194,Sanjiang Dong Autonomous County,Guangxi,2,12,0.004415011,0.015488832,0.000574707,0.04938964,0.001644267,20,5,19,5,19,21,1,0,1,0,1,1
1048,33.76884,106.08785,Rong'an,Guangxi,2,9,0.003311258,0.028316093,0.000663076,0.037841623,0.000775191,23,9,22,9,14,12,0,0,1,0,1,1
107,33.77475,106.31034,Rongshui,Guangxi,2,9,0.003311258,0.027460083,0.000656103,0.034870801,0.000700096,23,9,22,9,15,13,0,0,1,0,1,1
1237,33.81425,106.39874,Laibin,Guangxi,2,2,0.000735835,0,0.000651814,0.014161786,1.86E-06,29,18,29,18,27,27,0,0,1,1,1,1
775,33.848646,106.426942,Nanning,Guangxi,2,2,0.000735835,0,0.000649695,0.014161921,2.47E-09,29,18,29,18,27,27,0,0,1,1,1,1
1810,35.136817,106.791106,Nanning,Guangxi,2,4,0.00147167,0,0.00068984,0.002943839,6.14E-08,28,16,27,16,27,27,0,0,1,1,1,1
756,35.23477,106.80885,Yanji,Jilin,2,9,0.003311258,0.006755896,0.000694559,0.005492,1.65E-05,23,9,22,9,24,24,0,0,1,1,1,1
887,35.31175,106.89308,Antu County,Jilin,2,4,0.00147167,0,0.00069909,0.003135591,5.26E-08,28,16,27,16,27,27,0,0,1,1,1,1
977,35.433886,106.837746,Dunhua City,Jilin,2,4,0.00147167,0,0.000705305,0.003651433,9.26E-10,28,16,27,16,27,27,0,0,1,1,1,1
921,35.483213,106.826613,Jiaohe,Jilin,2,4,0.00147167,0,0.000708065,0.004169118,3.78E-07,28,16,27,16,27,27,0,0,1,1,1,1
922,35.55083,106.70762,Harbin,Heilongjiang,2,14,0.005150846,0.006089671,0.000708656,0.060544367,0.00047439,18,4,17,4,24,25,0,0,0,0,1,1
2150,35.29706,104.68775,Harbin,Heilongjiang,2,4,0.00147167,0.035982131,0.000562661,0.003360681,5.70E-05,28,16,27,16,12,8,1,0,1,1,1,1
1236,35.66073,104.32755,Harbin,Heilongjiang,2,4,0.00147167,0,0.000555852,0.005156477,1.56E-05,28,16,27,16,27,27,1,0,1,1,1,1
1703,35.7939,104.29067,Harbin,Heilongjiang,2,4,0.00147167,0,0.000556109,0.005184507,9.55E-08,28,16,27,16,27,27,1,0,1,1,1,1
2078,35.906389,104.208637,Harbin,Heilongjiang,2,4,0.00147167,0,0.000556318,0.00521836,3.83E-10,28,16,27,16,27,27,1,0,1,1,1,1
616,35.95302,104.17953,Harbin,Heilongjiang,2,4,0.00147167,0,0.000556416,0.005257089,1.59E-09,28,16,27,16,27,27,1,0,1,1,1,1
2387,36.02644,104.04846,Harbin,Heilongjiang,2,4,0.00147167,0,0.000556666,0.005302046,4.28E-07,28,16,27,16,27,27,1,0,1,1,1,1
1327,36.055,103.97665,Dalian,Liaoning,2,4,0.00147167,0.000725192,0.000556854,0.005547821,0.000179016,28,16,27,16,27,27,1,0,1,1,1,1
313,36.03869,103.85526,Pulandian District,Liaoning,2,2,0.000735835,0.003625959,0.000554067,0.001157241,4.28E-07,29,18,29,18,25,26,1,0,1,1,1,1
443,34.62338,105.76624,Wafangdian City,Liaoning,2,4,0.00147167,0,0.000610294,0.006554685,0.000120973,28,16,27,16,27,27,0,0,1,1,1,1
49,34.66502,105.7075,Yingkou City,Liaoning,2,4,0.00147167,0,0.000607759,0.005934358,2.57E-07,28,16,27,16,27,27,0,0,1,1,1,1
1581,34.688257,105.637488,Yingkou City,Liaoning,2,4,0.00147167,0,0.000605244,0.005313759,9.67E-09,28,16,27,16,27,27,0,0,1,1,1,1
1152,34.70132,105.53448,Dashiqiao City,Liaoning,2,4,0.00147167,0,0.00060182,0.004697629,3.12E-06,28,16,27,16,27,27,0,0,1,1,1,1
1797,34.762177,105.121736,Shenyang City,Liaoning,2,4,0.00147167,0,0.000589433,0.006666383,2.70E-06,28,16,27,16,27,27,1,0,1,1,1,1
1506,34.75327,105.02448,Songyuan City,Jilin,2,4,0.00147167,0,0.00058658,0.006066096,2.23E-06,28,16,27,16,27,27,1,0,1,1,1,1
1372,34.7209,104.9195,Harbin,Heilongjiang,2,10,0.003679176,0.012785887,0.000583475,0.015952149,0.000762294,22,7,21,7,20,22,1,0,1,1,1,1
2098,34.75411,104.83449,Harbin,Heilongjiang,2,4,0.00147167,0,0.00058096,0.004885124,1.87E-06,28,16,27,16,27,27,1,0,1,1,1,1
2419,34.79952,104.78142,Hailin,Heilongjiang,2,4,0.00147167,0,0.00057819,0.004294831,1.92E-05,28,16,27,16,27,27,1,0,1,1,1,1
2315,36.08608,103.65889,Harbin,Heilongjiang,2,4,0.00147167,0,0.000553704,0.001902445,0.000230163,28,16,27,16,27,27,1,0,1,1,1,1
